
-1,0,0
-1,0,0
0.7071068,0.7071068,0
-1,0,0
0,-1,0
-0.7071068,0.7071068,0
0,1,0
0.7071068,-0.7071068,0
0.7071068,-0.7071068,0
0,-1,0
1,0,0
0.7071068,0.7071068,0
0.7071068,0.7071068,0
0,1,0
-1,0,0
0,-1,0
-0.7071068,0.7071068,0
-0.7071068,-0.7071068,0
0,1,0
0,-1,0
1,0,0
1,0,0
-0.7071068,0.7071068,0
1,0,0
-0.7071068,-0.7071068,0
0,1,0
-1,0,0
0.7071068,-0.7071068,0
-1,0,0
-0.7071068,-0.7071068,0
0.7071068,0.7071068,0
0.7071068,-0.7071068,0
0.7071068,-0.7071068,0
0,-1,0
0.7071068,0.7071068,0
-0.7071068,-0.7071068,0
-1,0,0
-0.7071068,-0.7071068,0
1,0,0
0,1,0
-0.7071068,0.7071068,0
0,-1,0
-0.7071068,-0.7071068,0
0.7071068,-0.7071068,0
-1,0,0
0.7071068,0.7071068,0
0,-1,0
-0.7071068,0.7071068,0
-0.7071068,0.7071068,0
-1,0,0
-0.7071068,0.7071068,0
0.7071083,-0.7071052,0
-1,0,0
0.7071068,-0.7071068,0
0,-1,0
0,-1,0
0.7071068,0.7071068,0
-1,0,0
0,1,0
-0.7071068,-0.7071068,0
0.7071068,-0.7071068,0
0,1,0
0.7071068,0.7071068,0
0,1,0
-1,0,0
-0.7071068,0.7071068,0
0.7071068,0.7071068,0
-1,0,0
-0.7071052,-0.7071083,0
0,-1,0
-0.7071068,-0.7071068,0
0,1,0
-0.7071068,0.7071068,0
-0.7071068,0.7071068,0
-0.7071068,-0.7071068,0
0,1,0
0,-1,0
1,0,0
-1,0,0
1,0,0
-1,0,0
1,0,0
0.7071068,-0.7071068,0
0,-1,0
0,1,0
0,-1,0
0,1,0
0.7071068,-0.7071068,0
-1,0,0
-1,0,0
0.7071068,0.7071068,0
0.7071068,-0.7071068,0
0,1,0
-0.7071068,-0.7071068,0
1,0,0
-0.7071068,0.7071068,0
-0.7071068,0.7071068,0
0,-1,0
-0.7071068,0.7071068,0
0,1,0
1,0,0
-0.7071068,0.7071068,0
-0.7071068,0.7071068,0
-0.7071068,0.7071068,0
0,1,0
-0.7071068,-0.7071068,0
0,-1,0
0,-1,0
-0.7071068,-0.7071068,0
0.7071068,0.7071068,0
1,0,0
0.7071068,0.7071068,0
0.7071068,-0.7071068,0
0.7071068,-0.7071068,0
1,0,0
-0.7071052,-0.7071083,0
0.7071068,0.7071068,0
0.7071068,-0.7071068,0
1,0,0
1,0,0
1,0,0
0,-1,0
0,-1,0
0.7071068,0.7071068,0
0.7071068,-0.7071068,0
0,1,0
0,1,0
-0.7071068,-0.7071068,0
0.7071068,0.7071068,0
0.7071083,-0.7071052,0
0.7071068,0.7071068,0
-0.7071068,-0.7071068,0
-0.7071068,0.7071068,0
-0.7071068,-0.7071068,0
-0.7071068,-0.7071068,0
1,0,0
-0.7071068,0.7071068,0
0.7071068,0.7071068,0
1,0,0
0,1,0
0.7071068,0.7071068,0
1,0,0
0.7071068,-0.7071068,0
-1,0,0
